Sentence,Translation,Cloze,Pronunciation,TTSPronunciation,Note,KeyMeaning,Conjugations
ここにエラーハンドリングを追加してください。,Add error handling here.,追加,ここにエラーハンドリングを追加【ついか】してください。,ここにエラーハンドリングを追加【ついか】してください。,Development - Add,add,"<details class=""conjugation-section""><summary>Conjugations for 追加 (する動詞)</summary><table class=""conjugation-table""><tr><th colspan=""2"">Basic Forms</th></tr><tr><td>Dictionary 辞書形</td><td>追加する</td></tr><tr><td>Polite ます形</td><td>追加します</td></tr><tr><td>Negative ない形</td><td>追加しない</td></tr><tr><td>Te-form て形</td><td>追加して</td></tr><tr><td>Past た形</td><td>追加した</td></tr><tr><th colspan=""2"">Advanced Forms</th></tr><tr><td>Potential 可能形</td><td>追加できる</td></tr><tr><td>Passive 受身形</td><td>追加される</td></tr><tr><td>Causative 使役形</td><td>追加させる</td></tr><tr><td>Caus-Pass 使役受身</td><td>追加させられる</td></tr><tr><td>Conditional 仮定形</td><td>追加すれば</td></tr><tr><td>Conditional たら形</td><td>追加したら</td></tr><tr><td>Volitional 意向形</td><td>追加しよう</td></tr><tr><td>Imperative 命令形</td><td>追加しろ</td></tr><tr><td>Want to たい形</td><td>追加したい</td></tr><tr><td>Should べき形</td><td>追加すべき</td></tr><tr><th colspan=""2"">Keigo 敬語</th></tr><tr><td>Respectful 尊敬語</td><td>追加なさる</td></tr><tr><td>Humble 謙譲語</td><td>追加いたす</td></tr></table></details>"
console.log文を取り除いてください。,Remove the console.log statements.,取り除いて,console.log文【ぶん】を取【と】り除【のぞ】いてください。,console.log文【ぶん】を取【と】り除【のぞ】いてください。,Development - Remove,remove,"<details class=""conjugation-section""><summary>Conjugations for 取り除いて (五段動詞)</summary><table class=""conjugation-table""><tr><th colspan=""2"">Basic Forms</th></tr><tr><td>Dictionary 辞書形</td><td>取り除く</td></tr><tr><td>Polite ます形</td><td>取り除きます</td></tr><tr><td>Negative ない形</td><td>取り除かない</td></tr><tr><td>Te-form て形</td><td>取り除いて</td></tr><tr><td>Past た形</td><td>取り除いた</td></tr><tr><th colspan=""2"">Advanced Forms</th></tr><tr><td>Potential 可能形</td><td>取り除ける</td></tr><tr><td>Passive 受身形</td><td>取り除かれる</td></tr><tr><td>Causative 使役形</td><td>取り除かせる</td></tr><tr><td>Caus-Pass 使役受身</td><td>取り除かせられる</td></tr><tr><td>Conditional 仮定形</td><td>取り除けば</td></tr><tr><td>Conditional たら形</td><td>取り除いたら</td></tr><tr><td>Volitional 意向形</td><td>取り除こう</td></tr><tr><td>Imperative 命令形</td><td>取り除け</td></tr><tr><td>Want to たい形</td><td>取り除きたい</td></tr><tr><td>Should べき形</td><td>取り除くべき</td></tr><tr><th colspan=""2"">Keigo 敬語</th></tr><tr><td>Respectful 尊敬語</td><td>取り除かれる</td></tr><tr><td>Humble 謙譲語</td><td>お取り除きする</td></tr></table></details>"
エンドポイントをPOSTを使うように変更してください。,Change the endpoint to use POST.,変更,エンドポイントをPOSTを使【つか】うように変更【へんこう】してください。,エンドポイントをPOSTを使【つか】うように変更【へんこう】してください。,Development - Modify,change/modify,"<details class=""conjugation-section""><summary>Conjugations for 変更 (する動詞)</summary><table class=""conjugation-table""><tr><th colspan=""2"">Basic Forms</th></tr><tr><td>Dictionary 辞書形</td><td>変更する</td></tr><tr><td>Polite ます形</td><td>変更します</td></tr><tr><td>Negative ない形</td><td>変更しない</td></tr><tr><td>Te-form て形</td><td>変更して</td></tr><tr><td>Past た形</td><td>変更した</td></tr><tr><th colspan=""2"">Advanced Forms</th></tr><tr><td>Potential 可能形</td><td>変更できる</td></tr><tr><td>Passive 受身形</td><td>変更される</td></tr><tr><td>Causative 使役形</td><td>変更させる</td></tr><tr><td>Caus-Pass 使役受身</td><td>変更させられる</td></tr><tr><td>Conditional 仮定形</td><td>変更すれば</td></tr><tr><td>Conditional たら形</td><td>変更したら</td></tr><tr><td>Volitional 意向形</td><td>変更しよう</td></tr><tr><td>Imperative 命令形</td><td>変更しろ</td></tr><tr><td>Want to たい形</td><td>変更したい</td></tr><tr><td>Should べき形</td><td>変更すべき</td></tr><tr><th colspan=""2"">Keigo 敬語</th></tr><tr><td>Respectful 尊敬語</td><td>変更なさる</td></tr><tr><td>Humble 謙譲語</td><td>変更いたす</td></tr></table></details>"
キャッシュを有効にするため設定を修正してください。,Modify the config to enable caching.,設定,キャッシュを有効【ゆうこう】にするため設定【せってい】を修正【しゅうせい】してください。,キャッシュを有効【ゆうこう】にするため設定【せってい】を修正【しゅうせい】してください。,Development - Configure,configure/settings,"<details class=""conjugation-section""><summary>Conjugations for 設定 (する動詞)</summary><table class=""conjugation-table""><tr><th colspan=""2"">Basic Forms</th></tr><tr><td>Dictionary 辞書形</td><td>設定する</td></tr><tr><td>Polite ます形</td><td>設定します</td></tr><tr><td>Negative ない形</td><td>設定しない</td></tr><tr><td>Te-form て形</td><td>設定して</td></tr><tr><td>Past た形</td><td>設定した</td></tr><tr><th colspan=""2"">Advanced Forms</th></tr><tr><td>Potential 可能形</td><td>設定できる</td></tr><tr><td>Passive 受身形</td><td>設定される</td></tr><tr><td>Causative 使役形</td><td>設定させる</td></tr><tr><td>Caus-Pass 使役受身</td><td>設定させられる</td></tr><tr><td>Conditional 仮定形</td><td>設定すれば</td></tr><tr><td>Conditional たら形</td><td>設定したら</td></tr><tr><td>Volitional 意向形</td><td>設定しよう</td></tr><tr><td>Imperative 命令形</td><td>設定しろ</td></tr><tr><td>Want to たい形</td><td>設定したい</td></tr><tr><td>Should べき形</td><td>設定すべき</td></tr><tr><th colspan=""2"">Keigo 敬語</th></tr><tr><td>Respectful 尊敬語</td><td>設定なさる</td></tr><tr><td>Humble 謙譲語</td><td>設定いたす</td></tr></table></details>"
依存関係を最新に更新してください。,Update the dependencies to latest.,依存関係,依存【いぞん】関係【かんけい】を最新【さいしん】に更新【こうしん】してください。,依存【いぞん】関係【かんけい】を最新【さいしん】に更新【こうしん】してください。,Development - Dependencies,dependency,"<details class=""conjugation-section""><summary>Conjugations for 依存関係 (する動詞)</summary><table class=""conjugation-table""><tr><th colspan=""2"">Basic Forms</th></tr><tr><td>Dictionary 辞書形</td><td>依存する</td></tr><tr><td>Polite ます形</td><td>依存します</td></tr><tr><td>Negative ない形</td><td>依存しない</td></tr><tr><td>Te-form て形</td><td>依存して</td></tr><tr><td>Past た形</td><td>依存した</td></tr><tr><th colspan=""2"">Advanced Forms</th></tr><tr><td>Potential 可能形</td><td>依存できる</td></tr><tr><td>Passive 受身形</td><td>依存される</td></tr><tr><td>Causative 使役形</td><td>依存させる</td></tr><tr><td>Caus-Pass 使役受身</td><td>依存させられる</td></tr><tr><td>Conditional 仮定形</td><td>依存すれば</td></tr><tr><td>Conditional たら形</td><td>依存したら</td></tr><tr><td>Volitional 意向形</td><td>依存しよう</td></tr><tr><td>Imperative 命令形</td><td>依存しろ</td></tr><tr><td>Want to たい形</td><td>依存したい</td></tr><tr><td>Should べき形</td><td>依存すべき</td></tr><tr><th colspan=""2"">Keigo 敬語</th></tr><tr><td>Respectful 尊敬語</td><td>依存なさる</td></tr><tr><td>Humble 謙譲語</td><td>依存いたす</td></tr></table></details>"
不足しているパッケージをインストールしてください。,Install the missing package.,インストール,不足【ふそく】しているパッケージをインストールしてください。,不足【ふそく】しているパッケージをインストールしてください。,Development - Install,install,"<details class=""conjugation-section""><summary>Conjugations for インストール (する動詞)</summary><table class=""conjugation-table""><tr><th colspan=""2"">Basic Forms</th></tr><tr><td>Dictionary 辞書形</td><td>インストールする</td></tr><tr><td>Polite ます形</td><td>インストールします</td></tr><tr><td>Negative ない形</td><td>インストールしない</td></tr><tr><td>Te-form て形</td><td>インストールして</td></tr><tr><td>Past た形</td><td>インストールした</td></tr><tr><th colspan=""2"">Advanced Forms</th></tr><tr><td>Potential 可能形</td><td>インストールできる</td></tr><tr><td>Passive 受身形</td><td>インストールされる</td></tr><tr><td>Causative 使役形</td><td>インストールさせる</td></tr><tr><td>Caus-Pass 使役受身</td><td>インストールさせられる</td></tr><tr><td>Conditional 仮定形</td><td>インストールすれば</td></tr><tr><td>Conditional たら形</td><td>インストールしたら</td></tr><tr><td>Volitional 意向形</td><td>インストールしよう</td></tr><tr><td>Imperative 命令形</td><td>インストールしろ</td></tr><tr><td>Want to たい形</td><td>インストールしたい</td></tr><tr><td>Should べき形</td><td>インストールすべき</td></tr><tr><th colspan=""2"">Keigo 敬語</th></tr><tr><td>Respectful 尊敬語</td><td>インストールなさる</td></tr><tr><td>Humble 謙譲語</td><td>インストールいたす</td></tr></table></details>"
utilsからユーティリティ関数をインポートしてください。,Import the utility function from utils.,インポート,utilsからユーティリティ関数【かんすう】をインポートしてください。,utilsからユーティリティ関数【かんすう】をインポートしてください。,Development - Import,import,"<details class=""conjugation-section""><summary>Conjugations for インポート (する動詞)</summary><table class=""conjugation-table""><tr><th colspan=""2"">Basic Forms</th></tr><tr><td>Dictionary 辞書形</td><td>インポートする</td></tr><tr><td>Polite ます形</td><td>インポートします</td></tr><tr><td>Negative ない形</td><td>インポートしない</td></tr><tr><td>Te-form て形</td><td>インポートして</td></tr><tr><td>Past た形</td><td>インポートした</td></tr><tr><th colspan=""2"">Advanced Forms</th></tr><tr><td>Potential 可能形</td><td>インポートできる</td></tr><tr><td>Passive 受身形</td><td>インポートされる</td></tr><tr><td>Causative 使役形</td><td>インポートさせる</td></tr><tr><td>Caus-Pass 使役受身</td><td>インポートさせられる</td></tr><tr><td>Conditional 仮定形</td><td>インポートすれば</td></tr><tr><td>Conditional たら形</td><td>インポートしたら</td></tr><tr><td>Volitional 意向形</td><td>インポートしよう</td></tr><tr><td>Imperative 命令形</td><td>インポートしろ</td></tr><tr><td>Want to たい形</td><td>インポートしたい</td></tr><tr><td>Should べき形</td><td>インポートすべき</td></tr><tr><th colspan=""2"">Keigo 敬語</th></tr><tr><td>Respectful 尊敬語</td><td>インポートなさる</td></tr><tr><td>Humble 謙譲語</td><td>インポートいたす</td></tr></table></details>"
他のファイルが使えるようにこの関数をエクスポートしてください。,Export this function so other files can use it.,エクスポート,他【ほか】のファイルが使【つか】えるようにこの関数【かんすう】をエクスポートしてください。,他【ほか】のファイルが使【つか】えるようにこの関数【かんすう】をエクスポートしてください。,Development - Export,export,
ユーザーIDでAPIを呼び出してください。,Call the API with the user ID.,呼び出して,ユーザーIDでAPIを呼【よ】び出【だ】してください。,ユーザーIDでAPIを呼【よ】び出【だ】してください。,Development - Call,call/invoke,"<details class=""conjugation-section""><summary>Conjugations for 呼び出して (する動詞)</summary><table class=""conjugation-table""><tr><th colspan=""2"">Basic Forms</th></tr><tr><td>Dictionary 辞書形</td><td>呼び出する</td></tr><tr><td>Polite ます形</td><td>呼び出します</td></tr><tr><td>Negative ない形</td><td>呼び出しない</td></tr><tr><td>Te-form て形</td><td>呼び出して</td></tr><tr><td>Past た形</td><td>呼び出した</td></tr><tr><th colspan=""2"">Advanced Forms</th></tr><tr><td>Potential 可能形</td><td>呼び出できる</td></tr><tr><td>Passive 受身形</td><td>呼び出される</td></tr><tr><td>Causative 使役形</td><td>呼び出させる</td></tr><tr><td>Caus-Pass 使役受身</td><td>呼び出させられる</td></tr><tr><td>Conditional 仮定形</td><td>呼び出すれば</td></tr><tr><td>Conditional たら形</td><td>呼び出したら</td></tr><tr><td>Volitional 意向形</td><td>呼び出しよう</td></tr><tr><td>Imperative 命令形</td><td>呼び出しろ</td></tr><tr><td>Want to たい形</td><td>呼び出したい</td></tr><tr><td>Should べき形</td><td>呼び出すべき</td></tr><tr><th colspan=""2"">Keigo 敬語</th></tr><tr><td>Respectful 尊敬語</td><td>呼び出なさる</td></tr><tr><td>Humble 謙譲語</td><td>呼び出いたす</td></tr></table></details>"
ユーザーが見つからない場合はnullを返してください。,Return null if the user is not found.,返して,ユーザーが見【み】つからない場合【ばあい】はnullを返【かえ】してください。,ユーザーが見【み】つからない場合【ばあい】はnullを返【かえ】してください。,Development - Return,return,"<details class=""conjugation-section""><summary>Conjugations for 返して (する動詞)</summary><table class=""conjugation-table""><tr><th colspan=""2"">Basic Forms</th></tr><tr><td>Dictionary 辞書形</td><td>返する</td></tr><tr><td>Polite ます形</td><td>返します</td></tr><tr><td>Negative ない形</td><td>返しない</td></tr><tr><td>Te-form て形</td><td>返して</td></tr><tr><td>Past た形</td><td>返した</td></tr><tr><th colspan=""2"">Advanced Forms</th></tr><tr><td>Potential 可能形</td><td>返できる</td></tr><tr><td>Passive 受身形</td><td>返される</td></tr><tr><td>Causative 使役形</td><td>返させる</td></tr><tr><td>Caus-Pass 使役受身</td><td>返させられる</td></tr><tr><td>Conditional 仮定形</td><td>返すれば</td></tr><tr><td>Conditional たら形</td><td>返したら</td></tr><tr><td>Volitional 意向形</td><td>返しよう</td></tr><tr><td>Imperative 命令形</td><td>返しろ</td></tr><tr><td>Want to たい形</td><td>返したい</td></tr><tr><td>Should べき形</td><td>返すべき</td></tr><tr><th colspan=""2"">Keigo 敬語</th></tr><tr><td>Respectful 尊敬語</td><td>返なさる</td></tr><tr><td>Humble 謙譲語</td><td>返いたす</td></tr></table></details>"
propsを子コンポーネントに渡してください。,Pass the props to the child component.,渡して,propsを子【こ】コンポーネントに渡【わた】してください。,propsを子【こ】コンポーネントに渡【わた】してください。,Testing - Pass,pass,"<details class=""conjugation-section""><summary>Conjugations for 渡して (する動詞)</summary><table class=""conjugation-table""><tr><th colspan=""2"">Basic Forms</th></tr><tr><td>Dictionary 辞書形</td><td>渡する</td></tr><tr><td>Polite ます形</td><td>渡します</td></tr><tr><td>Negative ない形</td><td>渡しない</td></tr><tr><td>Te-form て形</td><td>渡して</td></tr><tr><td>Past た形</td><td>渡した</td></tr><tr><th colspan=""2"">Advanced Forms</th></tr><tr><td>Potential 可能形</td><td>渡できる</td></tr><tr><td>Passive 受身形</td><td>渡される</td></tr><tr><td>Causative 使役形</td><td>渡させる</td></tr><tr><td>Caus-Pass 使役受身</td><td>渡させられる</td></tr><tr><td>Conditional 仮定形</td><td>渡すれば</td></tr><tr><td>Conditional たら形</td><td>渡したら</td></tr><tr><td>Volitional 意向形</td><td>渡しよう</td></tr><tr><td>Imperative 命令形</td><td>渡しろ</td></tr><tr><td>Want to たい形</td><td>渡したい</td></tr><tr><td>Should べき形</td><td>渡すべき</td></tr><tr><th colspan=""2"">Keigo 敬語</th></tr><tr><td>Respectful 尊敬語</td><td>渡なさる</td></tr><tr><td>Humble 謙譲語</td><td>渡いたす</td></tr></table></details>"
タイムアウトを30秒に設定してください。,Set the timeout to 30 seconds.,設定,タイムアウトを30秒【びょう】に設定【せってい】してください。,タイムアウトを30秒【びょう】に設定【せってい】してください。,Development - Configure,configure/settings,"<details class=""conjugation-section""><summary>Conjugations for 設定 (する動詞)</summary><table class=""conjugation-table""><tr><th colspan=""2"">Basic Forms</th></tr><tr><td>Dictionary 辞書形</td><td>設定する</td></tr><tr><td>Polite ます形</td><td>設定します</td></tr><tr><td>Negative ない形</td><td>設定しない</td></tr><tr><td>Te-form て形</td><td>設定して</td></tr><tr><td>Past た形</td><td>設定した</td></tr><tr><th colspan=""2"">Advanced Forms</th></tr><tr><td>Potential 可能形</td><td>設定できる</td></tr><tr><td>Passive 受身形</td><td>設定される</td></tr><tr><td>Causative 使役形</td><td>設定させる</td></tr><tr><td>Caus-Pass 使役受身</td><td>設定させられる</td></tr><tr><td>Conditional 仮定形</td><td>設定すれば</td></tr><tr><td>Conditional たら形</td><td>設定したら</td></tr><tr><td>Volitional 意向形</td><td>設定しよう</td></tr><tr><td>Imperative 命令形</td><td>設定しろ</td></tr><tr><td>Want to たい形</td><td>設定したい</td></tr><tr><td>Should べき形</td><td>設定すべき</td></tr><tr><th colspan=""2"">Keigo 敬語</th></tr><tr><td>Respectful 尊敬語</td><td>設定なさる</td></tr><tr><td>Humble 謙譲語</td><td>設定いたす</td></tr></table></details>"
データベースからユーザーデータを取得してください。,Get the user data from the database.,取得,データベースからユーザーデータを取得【しゅとく】してください。,データベースからユーザーデータを取得【しゅとく】してください。,Development - Retrieve,get/retrieve,"<details class=""conjugation-section""><summary>Conjugations for 取得 (する動詞)</summary><table class=""conjugation-table""><tr><th colspan=""2"">Basic Forms</th></tr><tr><td>Dictionary 辞書形</td><td>取得する</td></tr><tr><td>Polite ます形</td><td>取得します</td></tr><tr><td>Negative ない形</td><td>取得しない</td></tr><tr><td>Te-form て形</td><td>取得して</td></tr><tr><td>Past た形</td><td>取得した</td></tr><tr><th colspan=""2"">Advanced Forms</th></tr><tr><td>Potential 可能形</td><td>取得できる</td></tr><tr><td>Passive 受身形</td><td>取得される</td></tr><tr><td>Causative 使役形</td><td>取得させる</td></tr><tr><td>Caus-Pass 使役受身</td><td>取得させられる</td></tr><tr><td>Conditional 仮定形</td><td>取得すれば</td></tr><tr><td>Conditional たら形</td><td>取得したら</td></tr><tr><td>Volitional 意向形</td><td>取得しよう</td></tr><tr><td>Imperative 命令形</td><td>取得しろ</td></tr><tr><td>Want to たい形</td><td>取得したい</td></tr><tr><td>Should べき形</td><td>取得すべき</td></tr><tr><th colspan=""2"">Keigo 敬語</th></tr><tr><td>Respectful 尊敬語</td><td>取得なさる</td></tr><tr><td>Humble 謙譲語</td><td>取得いたす</td></tr></table></details>"
コンポーネントがマウントされたときにデータをフェッチしてください。,Fetch the data when the component mounts.,フェッチ,コンポーネントがマウントされたときにデータをフェッチしてください。,コンポーネントがマウントされたときにデータをフェッチしてください。,Development - Fetch,fetch,
認証トークン付きでリクエストを送信してください。,Send the request with the auth token.,送信,認証【にんしょう】トークン付【つ】きでリクエストを送信【そうしん】してください。,認証【にんしょう】トークン付【つ】きでリクエストを送信【そうしん】してください。,Development - Send,send,"<details class=""conjugation-section""><summary>Conjugations for 送信 (する動詞)</summary><table class=""conjugation-table""><tr><th colspan=""2"">Basic Forms</th></tr><tr><td>Dictionary 辞書形</td><td>送信する</td></tr><tr><td>Polite ます形</td><td>送信します</td></tr><tr><td>Negative ない形</td><td>送信しない</td></tr><tr><td>Te-form て形</td><td>送信して</td></tr><tr><td>Past た形</td><td>送信した</td></tr><tr><th colspan=""2"">Advanced Forms</th></tr><tr><td>Potential 可能形</td><td>送信できる</td></tr><tr><td>Passive 受身形</td><td>送信される</td></tr><tr><td>Causative 使役形</td><td>送信させる</td></tr><tr><td>Caus-Pass 使役受身</td><td>送信させられる</td></tr><tr><td>Conditional 仮定形</td><td>送信すれば</td></tr><tr><td>Conditional たら形</td><td>送信したら</td></tr><tr><td>Volitional 意向形</td><td>送信しよう</td></tr><tr><td>Imperative 命令形</td><td>送信しろ</td></tr><tr><td>Want to たい形</td><td>送信したい</td></tr><tr><td>Should べき形</td><td>送信すべき</td></tr><tr><th colspan=""2"">Keigo 敬語</th></tr><tr><td>Respectful 尊敬語</td><td>送信なさる</td></tr><tr><td>Humble 謙譲語</td><td>送信いたす</td></tr></table></details>"
webhookを受信して処理してください。,Receive the webhook and process it.,受信,webhookを受信【じゅしん】して処理【しょり】してください。,webhookを受信【じゅしん】して処理【しょり】してください。,Development - Receive,receive,"<details class=""conjugation-section""><summary>Conjugations for 受信 (する動詞)</summary><table class=""conjugation-table""><tr><th colspan=""2"">Basic Forms</th></tr><tr><td>Dictionary 辞書形</td><td>受信する</td></tr><tr><td>Polite ます形</td><td>受信します</td></tr><tr><td>Negative ない形</td><td>受信しない</td></tr><tr><td>Te-form て形</td><td>受信して</td></tr><tr><td>Past た形</td><td>受信した</td></tr><tr><th colspan=""2"">Advanced Forms</th></tr><tr><td>Potential 可能形</td><td>受信できる</td></tr><tr><td>Passive 受身形</td><td>受信される</td></tr><tr><td>Causative 使役形</td><td>受信させる</td></tr><tr><td>Caus-Pass 使役受身</td><td>受信させられる</td></tr><tr><td>Conditional 仮定形</td><td>受信すれば</td></tr><tr><td>Conditional たら形</td><td>受信したら</td></tr><tr><td>Volitional 意向形</td><td>受信しよう</td></tr><tr><td>Imperative 命令形</td><td>受信しろ</td></tr><tr><td>Want to たい形</td><td>受信したい</td></tr><tr><td>Should べき形</td><td>受信すべき</td></tr><tr><th colspan=""2"">Keigo 敬語</th></tr><tr><td>Respectful 尊敬語</td><td>受信なさる</td></tr><tr><td>Humble 謙譲語</td><td>受信いたす</td></tr></table></details>"
エラーを適切にハンドルしてください。,Handle the error gracefully.,ハンドル,エラーを適切【てきせつ】にハンドルしてください。,エラーを適切【てきせつ】にハンドルしてください。,Development - Handle,handle,
JSONレスポンスをパースしてください。,Parse the JSON response.,パース,JSONレスポンスをパースしてください。,JSONレスポンスをパースしてください。,Development - Parse,parse,
保存前に入力を検証してください。,Validate the input before saving.,検証,保存【ほぞん】前【まえ】に入力【にゅうりょく】を検証【けんしょう】してください。,保存【ほぞん】前【まえ】に入力【にゅうりょく】を検証【けんしょう】してください。,Data - Validation,verification,"<details class=""conjugation-section""><summary>Conjugations for 検証 (する動詞)</summary><table class=""conjugation-table""><tr><th colspan=""2"">Basic Forms</th></tr><tr><td>Dictionary 辞書形</td><td>検証する</td></tr><tr><td>Polite ます形</td><td>検証します</td></tr><tr><td>Negative ない形</td><td>検証しない</td></tr><tr><td>Te-form て形</td><td>検証して</td></tr><tr><td>Past た形</td><td>検証した</td></tr><tr><th colspan=""2"">Advanced Forms</th></tr><tr><td>Potential 可能形</td><td>検証できる</td></tr><tr><td>Passive 受身形</td><td>検証される</td></tr><tr><td>Causative 使役形</td><td>検証させる</td></tr><tr><td>Caus-Pass 使役受身</td><td>検証させられる</td></tr><tr><td>Conditional 仮定形</td><td>検証すれば</td></tr><tr><td>Conditional たら形</td><td>検証したら</td></tr><tr><td>Volitional 意向形</td><td>検証しよう</td></tr><tr><td>Imperative 命令形</td><td>検証しろ</td></tr><tr><td>Want to たい形</td><td>検証したい</td></tr><tr><td>Should べき形</td><td>検証すべき</td></tr><tr><th colspan=""2"">Keigo 敬語</th></tr><tr><td>Respectful 尊敬語</td><td>検証なさる</td></tr><tr><td>Humble 謙譲語</td><td>検証いたす</td></tr></table></details>"
日付をYYYY-MM-DD形式にフォーマットしてください。,Format the date as YYYY-MM-DD.,フォーマット,日付【ひづけ】をYYYY-MM-DD形式【けいしき】にフォーマットしてください。,日付【ひづけ】をYYYY-MM-DD形式【けいしき】にフォーマットしてください。,Development - Format,format,"<details class=""conjugation-section""><summary>Conjugations for フォーマット (する動詞)</summary><table class=""conjugation-table""><tr><th colspan=""2"">Basic Forms</th></tr><tr><td>Dictionary 辞書形</td><td>フォーマットする</td></tr><tr><td>Polite ます形</td><td>フォーマットします</td></tr><tr><td>Negative ない形</td><td>フォーマットしない</td></tr><tr><td>Te-form て形</td><td>フォーマットして</td></tr><tr><td>Past た形</td><td>フォーマットした</td></tr><tr><th colspan=""2"">Advanced Forms</th></tr><tr><td>Potential 可能形</td><td>フォーマットできる</td></tr><tr><td>Passive 受身形</td><td>フォーマットされる</td></tr><tr><td>Causative 使役形</td><td>フォーマットさせる</td></tr><tr><td>Caus-Pass 使役受身</td><td>フォーマットさせられる</td></tr><tr><td>Conditional 仮定形</td><td>フォーマットすれば</td></tr><tr><td>Conditional たら形</td><td>フォーマットしたら</td></tr><tr><td>Volitional 意向形</td><td>フォーマットしよう</td></tr><tr><td>Imperative 命令形</td><td>フォーマットしろ</td></tr><tr><td>Want to たい形</td><td>フォーマットしたい</td></tr><tr><td>Should べき形</td><td>フォーマットすべき</td></tr><tr><th colspan=""2"">Keigo 敬語</th></tr><tr><td>Respectful 尊敬語</td><td>フォーマットなさる</td></tr><tr><td>Humble 謙譲語</td><td>フォーマットいたす</td></tr></table></details>"
チェックアウトフローにバグを見つけました。,I found a bug in the checkout flow.,バグ,チェックアウトフローにバグを見【み】つけました。,チェックアウトフローにバグを見【み】つけました。,Debug - Bug,bug,
ユーザーに500エラーが表示されています。,Users are seeing a 500 error.,エラー,ユーザーに500エラーが表示【ひょうじ】されています。,ユーザーに500エラーが表示【ひょうじ】されています。,Debug - Error,error,"<details class=""conjugation-section""><summary>Conjugations for エラー (する動詞)</summary><table class=""conjugation-table""><tr><th colspan=""2"">Basic Forms</th></tr><tr><td>Dictionary 辞書形</td><td>エラーする</td></tr><tr><td>Polite ます形</td><td>エラーします</td></tr><tr><td>Negative ない形</td><td>エラーしない</td></tr><tr><td>Te-form て形</td><td>エラーして</td></tr><tr><td>Past た形</td><td>エラーした</td></tr><tr><th colspan=""2"">Advanced Forms</th></tr><tr><td>Potential 可能形</td><td>エラーできる</td></tr><tr><td>Passive 受身形</td><td>エラーされる</td></tr><tr><td>Causative 使役形</td><td>エラーさせる</td></tr><tr><td>Caus-Pass 使役受身</td><td>エラーさせられる</td></tr><tr><td>Conditional 仮定形</td><td>エラーすれば</td></tr><tr><td>Conditional たら形</td><td>エラーしたら</td></tr><tr><td>Volitional 意向形</td><td>エラーしよう</td></tr><tr><td>Imperative 命令形</td><td>エラーしろ</td></tr><tr><td>Want to たい形</td><td>エラーしたい</td></tr><tr><td>Should べき形</td><td>エラーすべき</td></tr><tr><th colspan=""2"">Keigo 敬語</th></tr><tr><td>Respectful 尊敬語</td><td>エラーなさる</td></tr><tr><td>Humble 謙譲語</td><td>エラーいたす</td></tr></table></details>"
送信をタップするとアプリがクラッシュします。,The app crashes when you tap submit.,クラッシュ,送信【そうしん】をタップするとアプリがクラッシュします。,送信【そうしん】をタップするとアプリがクラッシュします。,Debug - Crash,crash,"<details class=""conjugation-section""><summary>Conjugations for クラッシュ (する動詞)</summary><table class=""conjugation-table""><tr><th colspan=""2"">Basic Forms</th></tr><tr><td>Dictionary 辞書形</td><td>クラッシュする</td></tr><tr><td>Polite ます形</td><td>クラッシュします</td></tr><tr><td>Negative ない形</td><td>クラッシュしない</td></tr><tr><td>Te-form て形</td><td>クラッシュして</td></tr><tr><td>Past た形</td><td>クラッシュした</td></tr><tr><th colspan=""2"">Advanced Forms</th></tr><tr><td>Potential 可能形</td><td>クラッシュできる</td></tr><tr><td>Passive 受身形</td><td>クラッシュされる</td></tr><tr><td>Causative 使役形</td><td>クラッシュさせる</td></tr><tr><td>Caus-Pass 使役受身</td><td>クラッシュさせられる</td></tr><tr><td>Conditional 仮定形</td><td>クラッシュすれば</td></tr><tr><td>Conditional たら形</td><td>クラッシュしたら</td></tr><tr><td>Volitional 意向形</td><td>クラッシュしよう</td></tr><tr><td>Imperative 命令形</td><td>クラッシュしろ</td></tr><tr><td>Want to たい形</td><td>クラッシュしたい</td></tr><tr><td>Should べき形</td><td>クラッシュすべき</td></tr><tr><th colspan=""2"">Keigo 敬語</th></tr><tr><td>Respectful 尊敬語</td><td>クラッシュなさる</td></tr><tr><td>Humble 謙譲語</td><td>クラッシュいたす</td></tr></table></details>"
