Sentence,Translation,Cloze,Pronunciation,TTSPronunciation,Note,Register,KeyMeaning,PitchAccent,Conjugations
サーバーはAWSで動作しています。,The server is running on AWS.,サーバー,サーバーはAWSで動作【どうさ】しています。,サーバーはAWSで動作【どうさ】しています。,Infrastructure - Server,polite,server,"<span class=""vocab""><span class=""pitch-l"">さ</span><span class=""pitch-h"">ー</span><span class=""pitch-h"">ば</span><span class=""pitch-h"">ー</span></span>",
クライアントはAPIリクエストを行います。,The client makes API requests.,クライアント,クライアントはAPIリクエストを行【おこな】います。,クライアントはAPIリクエストを行【おこな】います。,Infrastructure - Client,polite,client,"<span class=""vocab""><span class=""pitch-l"">く</span><span class=""pitch-h"">ら</span><span class=""pitch-l"">い</span><span class=""pitch-l"">あ</span><span class=""pitch-l"">ん</span><span class=""pitch-l"">と</span></span>",
コンテナを使ってデプロイしてください。,Deploy using containers.,コンテナ,コンテナを使【つか】ってデプロイしてください。,コンテナを使【つか】ってデプロイしてください。,Cloud - Container,polite,container,"<span class=""vocab""><span class=""pitch-h"">こ</span><span class=""pitch-l"">ん</span><span class=""pitch-l"">て</span><span class=""pitch-l"">な</span></span>",
このためにDockerfileを作成してください。,Create a Dockerfile for this.,Dockerfile,このためにDockerfileを作成【さくせい】してください。,このためにDockerfileを作成【さくせい】してください。,Cloud - Docker,polite,Dockerfile,,
新しいDockerイメージをビルドしてください。,Build a new Docker image.,イメージ,新【あたら】しいDockerイメージをビルドしてください。,新【あたら】しいDockerイメージをビルドしてください。,Cloud - Docker,polite,image,"<span class=""vocab""><span class=""pitch-l"">い</span><span class=""pitch-h"">め</span><span class=""pitch-l"">ー</span><span class=""pitch-l"">じ</span></span>","<details class=""conjugation-section""><summary>Conjugations for イメージ (する動詞)</summary><table class=""conjugation-table""><tr><th colspan=""2"">Basic Forms</th></tr><tr><td>Dictionary 辞書形</td><td>イメージする</td></tr><tr><td>Polite ます形</td><td>イメージします</td></tr><tr><td>Polite Negative ません形</td><td>イメージしません</td></tr><tr><td>Te-form て形</td><td>イメージして</td></tr><tr><td>Polite Past ました形</td><td>イメージしました</td></tr><tr><td>Progressive ている形</td><td>イメージしています</td></tr><tr><th colspan=""2"">Advanced Forms</th></tr><tr><td>Potential 可能形</td><td>イメージできる</td></tr><tr><td>Passive 受身形</td><td>イメージされる</td></tr><tr><td>Conditional たら形</td><td>イメージしたら</td></tr><tr><td>Volitional 意向形</td><td>イメージしよう</td></tr><tr><td>Should べき形</td><td>イメージすべき</td></tr><tr><th colspan=""2"">Keigo 敬語</th></tr><tr><td>Respectful 尊敬語</td><td>イメージなさる</td></tr><tr><td>Humble 謙譲語</td><td>イメージいたす</td></tr></table></details><details class=""te-compounds""><summary>て形 compound patterns</summary><table class=""conjugation-table""><tr><td>～てください</td><td>Please do (request)</td></tr><tr><td>～ています</td><td>Ongoing / resultant state</td></tr><tr><td>～ておく</td><td>Do in advance</td></tr><tr><td>～ていただく</td><td>Receive the favor of (humble request)</td></tr><tr><td>～てしまう</td><td>Completed (sometimes regrettable)</td></tr><tr><td>～てもらう</td><td>Have someone do</td></tr></table></details>"
Kubernetesで実行しています。,We run on Kubernetes.,Kubernetes,Kubernetesで実行【じっこう】しています。,Kubernetesで実行【じっこう】しています。,Cloud - Kubernetes,polite,Kubernetes,,
K8sクラスターにデプロイしてください。,Deploy to K8s cluster.,K8s,K8sクラスターにデプロイしてください。,K8sクラスターにデプロイしてください。,Cloud - Kubernetes,polite,K8s,,
ポッドがクラッシュし続けています。,The pod keeps crashing.,ポッド,ポッドがクラッシュし続【つづ】けています。,ポッドがクラッシュし続【つづ】けています。,Cloud - Kubernetes,polite,pod,"<span class=""vocab""><span class=""pitch-h"">ぽ</span><span class=""pitch-l"">っ</span><span class=""pitch-l"">ど</span></span>",
クラスターにノードを追加してください。,Add more nodes to the cluster.,ノード,クラスターにノードを追加【ついか】してください。,クラスターにノードを追加【ついか】してください。,Cloud - Kubernetes,polite,node,"<span class=""vocab""><span class=""pitch-h"">の</span><span class=""pitch-l"">ー</span><span class=""pitch-l"">ど</span></span>",
クラスターは容量いっぱいです。,The cluster is at capacity.,クラスター,クラスターは容量【ようりょう】いっぱいです。,クラスターは容量【ようりょう】いっぱいです。,Cloud - Kubernetes,polite,cluster,"<span class=""vocab""><span class=""pitch-l"">く</span><span class=""pitch-h"">ら</span><span class=""pitch-l"">す</span><span class=""pitch-l"">た</span><span class=""pitch-l"">ー</span></span>",
新しいデプロイメントを作成してください。,Create a new deployment.,デプロイメント,新【あたら】しいデプロイメントを作成【さくせい】してください。,新【あたら】しいデプロイメントを作成【さくせい】してください。,Cloud - Kubernetes,polite,deployment,,
ポッドをサービスとして公開してください。,Expose the pod as a service.,公開,ポッドをサービスとして公開【こうかい】してください。,ポッドをサービスとして公開【こうかい】してください。,Cloud - Kubernetes,polite,public,"<ruby class=""vocab"">公開<rt><span class=""pitch-l"">こ</span><span class=""pitch-h"">う</span><span class=""pitch-h"">か</span><span class=""pitch-h"">い</span></rt></ruby>","<details class=""conjugation-section""><summary>Conjugations for 公開 (する動詞)</summary><table class=""conjugation-table""><tr><th colspan=""2"">Basic Forms</th></tr><tr><td>Dictionary 辞書形</td><td>公開する</td></tr><tr><td>Polite ます形</td><td>公開します</td></tr><tr><td>Polite Negative ません形</td><td>公開しません</td></tr><tr><td>Te-form て形</td><td>公開して</td></tr><tr><td>Polite Past ました形</td><td>公開しました</td></tr><tr><td>Progressive ている形</td><td>公開しています</td></tr><tr><th colspan=""2"">Advanced Forms</th></tr><tr><td>Potential 可能形</td><td>公開できる</td></tr><tr><td>Passive 受身形</td><td>公開される</td></tr><tr><td>Conditional たら形</td><td>公開したら</td></tr><tr><td>Volitional 意向形</td><td>公開しよう</td></tr><tr><td>Should べき形</td><td>公開すべき</td></tr><tr><th colspan=""2"">Keigo 敬語</th></tr><tr><td>Respectful 尊敬語</td><td>公開なさる</td></tr><tr><td>Humble 謙譲語</td><td>公開いたす</td></tr></table></details><details class=""te-compounds""><summary>て形 compound patterns</summary><table class=""conjugation-table""><tr><td>～てください</td><td>Please do (request)</td></tr><tr><td>～ています</td><td>Ongoing / resultant state</td></tr><tr><td>～ておく</td><td>Do in advance</td></tr><tr><td>～ていただく</td><td>Receive the favor of (humble request)</td></tr><tr><td>～てしまう</td><td>Completed (sometimes regrettable)</td></tr><tr><td>～てもらう</td><td>Have someone do</td></tr></table></details>"
外部アクセス用にイングレスを設定してください。,Configure ingress for external access.,イングレス,外部【がいぶ】アクセス用【よう】にイングレスを設定【せってい】してください。,外部【が、いぶ】アクセス用【よう】にイングレスを設定【せってい】してください。,Cloud - Kubernetes,polite,ingress,"<span class=""vocab""><span class=""pitch-h"">い</span><span class=""pitch-l"">ん</span><span class=""pitch-l"">ぐ</span><span class=""pitch-l"">れ</span><span class=""pitch-l"">す</span></span>",
ステージング名前空間にデプロイしてください。,Deploy to the staging namespace.,名前空間,ステージング名前空間【なまえくうかん】にデプロイしてください。,ステージング名前空間【なまえくうかん】にデプロイしてください。,Cloud - Kubernetes,polite,namespace,,
設定をConfigMapに保存してください。,Store configs in a ConfigMap.,ConfigMap,設定【せってい】をConfigMapに保存【ほぞん】してください。,設定【せってい】をConfigMapに保存【ほぞん】してください。,Cloud - Kubernetes,polite,ConfigMap,,
機密データはSecretsに保存してください。,Store sensitive data in Secrets.,Secrets,機密【きみつ】データはSecretsに保存【ほぞん】してください。,機密【きみつ】データはSecretsに保存【ほぞん】してください。,Cloud - Kubernetes,polite,Secret,,
永続化のためにボリュームをマウントしてください。,Mount a volume for persistence.,ボリューム,永続化【えいぞくか】のためにボリュームをマウントしてください。,永続化【えいぞくか】のためにボリュームをマウントしてください。,Cloud - Storage,polite,volume,"<span class=""vocab""><span class=""pitch-l"">ぼ</span><span class=""pitch-h"">りゅ</span><span class=""pitch-h"">ー</span><span class=""pitch-h"">む</span></span>",
自動デプロイ用にCI/CDを設定してください。,Set up CI/CD for automated deploys.,CI/CD,自動【じどう】デプロイ用【よう】にCI/CDを設定【せってい】してください。,自動【じどう】デプロイ用【よう】にCI/CDを設定【せってい】してください。,Devops - Ci/Cd,polite,CI/CD,,
パイプラインがテストステージで失敗しました。,The pipeline failed at the test stage.,パイプライン,パイプラインがテストステージで失敗【しっぱい】しました。,パイプラインがテストステージで失敗【しっぱい】しました。,Devops - Pipeline,polite,pipeline,"<span class=""vocab""><span class=""pitch-l"">ぱ</span><span class=""pitch-h"">い</span><span class=""pitch-h"">ぷ</span><span class=""pitch-h"">ら</span><span class=""pitch-l"">い</span><span class=""pitch-l"">ん</span></span>",
新しいビルドをトリガーしてください。,Trigger a new build.,トリガー,新【あたら】しいビルドをトリガーしてください。,新【あたら】しいビルドをトリガーしてください。,Devops - Trigger,polite,trigger,"<span class=""vocab""><span class=""pitch-h"">と</span><span class=""pitch-l"">り</span><span class=""pitch-l"">が</span><span class=""pitch-l"">ー</span></span>",
ビルドアーティファクトを保存してください。,Store build artifacts.,アーティファクト,ビルドアーティファクトを保存【ほぞん】してください。,ビルドアーティファクトを保存【ほぞん】してください。,Devops - Artifact,polite,artifact,"<span class=""vocab""><span class=""pitch-l"">あ</span><span class=""pitch-h"">ー</span><span class=""pitch-h"">てぃ</span><span class=""pitch-h"">ふぁ</span><span class=""pitch-l"">く</span><span class=""pitch-l"">と</span></span>",
新しいリリースを作成してください。,Cut a new release.,リリース,新【あたら】しいリリースを作成【さくせい】してください。,新【あたら】しいリリースを作成【さくせい】してください。,Devops - Release,polite,release,"<span class=""vocab""><span class=""pitch-l"">り</span><span class=""pitch-h"">り</span><span class=""pitch-l"">ー</span><span class=""pitch-l"">す</span></span>","<details class=""conjugation-section""><summary>Conjugations for リリース (する動詞)</summary><table class=""conjugation-table""><tr><th colspan=""2"">Basic Forms</th></tr><tr><td>Dictionary 辞書形</td><td>リリースする</td></tr><tr><td>Polite ます形</td><td>リリースします</td></tr><tr><td>Polite Negative ません形</td><td>リリースしません</td></tr><tr><td>Te-form て形</td><td>リリースして</td></tr><tr><td>Polite Past ました形</td><td>リリースしました</td></tr><tr><td>Progressive ている形</td><td>リリースしています</td></tr><tr><th colspan=""2"">Advanced Forms</th></tr><tr><td>Potential 可能形</td><td>リリースできる</td></tr><tr><td>Passive 受身形</td><td>リリースされる</td></tr><tr><td>Conditional たら形</td><td>リリースしたら</td></tr><tr><td>Volitional 意向形</td><td>リリースしよう</td></tr><tr><td>Should べき形</td><td>リリースすべき</td></tr><tr><th colspan=""2"">Keigo 敬語</th></tr><tr><td>Respectful 尊敬語</td><td>リリースなさる</td></tr><tr><td>Humble 謙譲語</td><td>リリースいたす</td></tr></table></details><details class=""te-compounds""><summary>て形 compound patterns</summary><table class=""conjugation-table""><tr><td>～てください</td><td>Please do (request)</td></tr><tr><td>～ています</td><td>Ongoing / resultant state</td></tr><tr><td>～ておく</td><td>Do in advance</td></tr><tr><td>～ていただく</td><td>Receive the favor of (humble request)</td></tr><tr><td>～てしまう</td><td>Completed (sometimes regrettable)</td></tr><tr><td>～てもらう</td><td>Have someone do</td></tr></table></details>"
ロールアウトを徐々に開始してください。,Start the rollout gradually.,ロールアウト,ロールアウトを徐々【じょじょ】に開始【かいし】してください。,ロールアウトを徐々【じょじょ】に開始【かいし】してください。,Devops - Rollout,polite,rollout,,
前のバージョンにロールバックしてください。,Rollback to the previous version.,ロールバック,前【まえ】のバージョンにロールバックしてください。,前【まえ】のバージョンにロールバックしてください。,Devops - Rollback,polite,rollback,,
ブルーグリーンデプロイメントを使ってください。,Use blue-green deployment.,ブルーグリーン,ブルーグリーンデプロイメントを使【つか】ってください。,ブルーグリーンデプロイメントを使【つか】ってください。,Devops - Blue-Green,polite,blue-green,,
まずカナリアリリースをしてください。,Do a canary release first.,カナリア,まずカナリアリリースをしてください。,まず、カナリアリリースをしてください。,Devops - Canary,polite,canary,"<span class=""vocab""><span class=""pitch-l"">か</span><span class=""pitch-h"">な</span><span class=""pitch-h"">り</span><span class=""pitch-h"">あ</span></span>",
フィーチャーフラグの後ろに隠してください。,Hide behind a feature flag.,フィーチャーフラグ,フィーチャーフラグの後【うし】ろに隠【かく】してください。,フィーチャーフラグの後【うし】ろに隠【かく】してください。,Devops - Feature Flag,polite,flag,,
ロードバランサーの後ろに置いてください。,Put it behind a load balancer.,ロードバランサー,ロードバランサーの後【うし】ろに置【お】いてください。,ロードバランサーの後【うし】ろに置【お】いてください。,Infrastructure - Load Balancer,polite,load balancer,,
トラフィックスパイク用にオートスケーリングを有効にしてください。,Enable auto-scaling for traffic spikes.,オートスケーリング,トラフィックスパイク用【よう】にオートスケーリングを有効【ゆうこう】にしてください。,トラフィックスパイク用【よう】にオートスケーリングを有効【ゆうこう】にしてください。,Infrastructure - Auto-Scaling,polite,auto-scaling,,
インスタンスを追加して水平スケーリングしてください。,Scale horizontally by adding instances.,水平スケーリング,インスタンスを追加【ついか】して水平【すいへい】スケーリングしてください。,インスタンスを追加【ついか】して水平【すいへい】スケーリングしてください。,Infrastructure - Scaling,polite,scaling,,
リソースを増やして垂直スケーリングしてください。,Scale vertically with more resources.,垂直スケーリング,リソースを増【ふ】やして垂直【すいちょく】スケーリングしてください。,リソースを増【ふ】やして垂直【すいちょく】スケーリングしてください。,Infrastructure - Scaling,polite,scaling,,
インスタンスをもっと起動してください。,Spin up more instances.,インスタンス,インスタンスをもっと起動【きどう】してください。,インスタンスをもっと起動【きどう】してください。,Infrastructure - Instance,polite,instance,"<span class=""vocab""><span class=""pitch-l"">い</span><span class=""pitch-h"">ん</span><span class=""pitch-h"">す</span><span class=""pitch-h"">た</span><span class=""pitch-l"">ん</span><span class=""pitch-l"">す</span></span>",
サーバープロビジョニングを自動化してください。,Automate server provisioning.,プロビジョニング,サーバープロビジョニングを自動化【じどうか】してください。,サーバープロビジョニングを自動化【じどうか】してください。,Infrastructure - Provisioning,polite,provisioning,,
インフラストラクチャをコードとして管理してください。,Manage infrastructure as code.,インフラストラクチャ,インフラストラクチャをコードとして管理【かんり】してください。,インフラストラクチャをコードとして管理【かんり】してください。,Infrastructure - General,polite,infrastructure,"<span class=""vocab""><span class=""pitch-l"">い</span><span class=""pitch-h"">ん</span><span class=""pitch-h"">ふ</span><span class=""pitch-h"">ら</span><span class=""pitch-h"">す</span><span class=""pitch-h"">と</span><span class=""pitch-h"">ら</span><span class=""pitch-l"">く</span><span class=""pitch-l"">ちゃ</span></span>",
IaCにはTerraformを使っています。,We use Terraform for IaC.,Terraform,IaCにはTerraformを使【つか】っています。,IaCにはTerraformを使【つか】っています。,Infrastructure - Iac,polite,Terraform (IaC),,
新しいリソース用にTerraformを書いてください。,Write Terraform for the new resources.,リソース,新【あたら】しいリソース用【よう】にTerraformを書【か】いてください。,新【あたら】しいリソース用【よう】にTerraformを書【か】いてください。,Infrastructure - Resource,polite,resource,"<span class=""vocab""><span class=""pitch-l"">り</span><span class=""pitch-h"">そ</span><span class=""pitch-l"">ー</span><span class=""pitch-l"">す</span></span>",
AWSにはCloudFormationを使ってください。,Use CloudFormation for AWS.,CloudFormation,AWSにはCloudFormationを使【つか】ってください。,AWSにはCloudFormationを使【つか】ってください。,Aws - Cloudformation,polite,CloudFormation (IaC),,
設定ファイルを更新してください。,Update the configuration file.,設定ファイル,設定【せってい】ファイルを更新【こうしん】してください。,設定【せってい】ファイルを更新【こうしん】してください。,Infrastructure - Configuration,polite,config file,,
環境変数として設定してください。,Set it as an environment variable.,環境変数,環境【かんきょう】変数【へんすう】として設定【せってい】してください。,環境【かんきょう】変数【へんすう】として設定【せってい】してください。,Infrastructure - Environment,polite,env variable,,
.envファイルを確認してください。,.envファイルを確認してください。,.env,.envファイルを確認【かくにん】してください。,.envファイルを確認【かくにん】してください。,Infrastructure - Environment,polite,.env (environment),,
まずステージングにデプロイしてください。,Deploy to staging first.,ステージング,まずステージングにデプロイしてください。,まず、ステージングにデプロイしてください。,Infrastructure - Staging,polite,staging,"<span class=""vocab""><span class=""pitch-l"">す</span><span class=""pitch-h"">て</span><span class=""pitch-h"">ー</span><span class=""pitch-h"">じ</span><span class=""pitch-h"">ん</span><span class=""pitch-h"">ぐ</span></span>",
これは本番で動作しています。,This is running in production.,本番,これは本番【ほんばん】で動作【どうさ】しています。,これは本番【ほんばん】で動作【どうさ】しています。,Infrastructure - Production,polite,production,"<ruby class=""vocab"">本番<rt><span class=""pitch-l"">ほ</span><span class=""pitch-h"">ん</span><span class=""pitch-h"">ば</span><span class=""pitch-h"">ん</span></rt></ruby>",
開発環境を使ってください。,Use the development environment.,開発環境,開発【かいはつ】環境【かんきょう】を使【つか】ってください。,開発【かいはつ】環境【かんきょう】を使【つか】ってください。,Infrastructure - Development,polite,dev environment,,
まずローカルで実行してください。,Run it locally first.,ローカル,まずローカルで実行【じっこう】してください。,まず、ローカルで実行【じっこう】してください。,Infrastructure - Local,polite,local,"<span class=""vocab""><span class=""pitch-h"">ろ</span><span class=""pitch-l"">ー</span><span class=""pitch-l"">か</span><span class=""pitch-l"">る</span></span>",
リモートサーバーに接続してください。,Connect to the remote server.,リモート,リモートサーバーに接続【せつぞく】してください。,リモートサーバーに接続【せつぞく】してください。,Infrastructure - Remote,polite,remote,"<span class=""vocab""><span class=""pitch-l"">り</span><span class=""pitch-h"">も</span><span class=""pitch-l"">ー</span><span class=""pitch-l"">と</span></span>",
サーバーにSSHしてください。,SSH into the server.,SSH,サーバーにSSHしてください。,サーバーにSSHしてください。,Infrastructure - Ssh,polite,SSH,,
VPN経由で接続してください。,Connect via VPN.,VPN,VPN経由【けいゆ】で接続【せつぞく】してください。,VPN経由【けいゆ】で接続【せつぞく】してください。,Infrastructure - Vpn,polite,VPN,,
ファイアウォールルールを確認してください。,Check the firewall rules.,ファイアウォール,ファイアウォールルールを確認【かくにん】してください。,ファイアウォールルールを確認【かくにん】してください。,Infrastructure - Firewall,polite,firewall,"<span class=""vocab""><span class=""pitch-l"">ふぁ</span><span class=""pitch-h"">い</span><span class=""pitch-h"">あ</span><span class=""pitch-h"">うぉ</span><span class=""pitch-l"">ー</span><span class=""pitch-l"">る</span></span>",
セキュリティグループを更新してください。,Update the security group.,セキュリティグループ,セキュリティグループを更新【こうしん】してください。,セキュリティグループを更新【こうしん】してください。,Aws - Security Group,polite,security group,,
リソースはプライベートVPCにあります。,Resources are in a private VPC.,VPC,リソースはプライベートVPCにあります。,リソースはプライベートVPCにあります。,Aws - Vpc,polite,VPC (network),,
EC2インスタンスで実行しています。,We run on EC2 instances.,EC2,EC2インスタンスで実行【じっこう】しています。,EC2インスタンスで実行【じっこう】しています。,Aws - Compute,polite,EC2 (compute),,
ファイルをS3に保存してください。,Store files in S3.,S3,ファイルをS3に保存【ほぞん】してください。,ファイルをS3に保存【ほぞん】してください。,Aws - Storage,polite,S3 (storage),,
サーバーレスにはLambdaを使ってください。,Use Lambda for serverless.,Lambda,サーバーレスにはLambdaを使【つか】ってください。,サーバーレスにはLambdaを使【つか】ってください。,Aws - Lambda,polite,Lambda (serverless),,
データベースはRDS上にあります。,The database is on RDS.,RDS,データベースはRDS上【じょう】にあります。,データベースはRDS上【じょう】にあります。,Aws - Rds,polite,RDS (database),,
NoSQLにはDynamoDBを使ってください。,Use DynamoDB for NoSQL.,DynamoDB,NoSQLにはDynamoDBを使【つか】ってください。,NoSQLにはDynamoDBを使【つか】ってください。,Aws - Dynamodb,polite,DynamoDB (NoSQL),,
RedisにはElastiCacheを使ってください。,Use ElastiCache for Redis.,ElastiCache,RedisにはElastiCacheを使【つか】ってください。,RedisにはElastiCacheを使【つか】ってください。,Aws - Elasticache,polite,ElastiCache,,
CloudFront経由でアセットを配信してください。,Serve assets via CloudFront.,CloudFront,CloudFront経由【けいゆ】でアセットを配信【はいしん】してください。,CloudFront経由【けいゆ】でアセットを配信【はいしん】してください。,Aws - Cloudfront,polite,CloudFront (CDN),,
Route 53でDNSを設定してください。,Configure DNS in Route 53.,Route 53,Route 53でDNSを設定【せってい】してください。,Route 53でDNSを設定【せってい】してください。,Aws - Route 53,polite,Route 53,,
LambdaをAPI Gatewayの後ろに置いてください。,Put the Lambda behind API Gateway.,API Gateway,LambdaをAPI Gatewayの後【うし】ろに置【お】いてください。,LambdaをAPI Gatewayの後【うし】ろに置【お】いてください。,Aws - Api Gateway,polite,API Gateway,,
メッセージキューにはSQSを使ってください。,Use SQS for message queues.,SQS,メッセージキューにはSQSを使【つか】ってください。,メッセージキューにはSQSを使【つか】ってください。,Aws - Sqs,polite,SQS (queue),,
SNS経由で通知を送信してください。,Send notifications via SNS.,SNS,SNS経由【けいゆ】で通知【つうち】を送信【そうしん】してください。,SNS経由【けいゆ】で通知【つうち】を送信【そうしん】してください。,Aws - Sns,polite,SNS (notifications),,
コンテナをECSにデプロイしています。,We deploy containers to ECS.,ECS,コンテナをECSにデプロイしています。,コンテナをECSにデプロイしています。,Aws - Ecs,polite,ECS (containers),,
マネージドKubernetesにはEKSを使ってください。,Use EKS for managed Kubernetes.,EKS,マネージドKubernetesにはEKSを使【つか】ってください。,マネージドKubernetesにはEKSを使【つか】ってください。,Aws - Eks,polite,EKS (Kubernetes),,
Fargateサーバーレスで実行してください。,Run on Fargate serverless.,Fargate,Fargateサーバーレスで実行【じっこう】してください。,Fargateサーバーレスで実行【じっこう】してください。,Aws - Fargate,polite,Fargate (serverless containers),,
このためにIAMロールを作成してください。,Create an IAM role for this.,IAM,このためにIAMロールを作成【さくせい】してください。,このためにIAMロールを作成【さくせい】してください。,Aws - Iam,polite,IAM (permissions),,
適切なIAMポリシーを付与してください。,Attach the right IAM policy.,ポリシー,適切【てきせつ】なIAMポリシーを付与【ふよ】してください。,適切【てきせつ】なIAMポリシーを付与【ふよ】してください。,Aws - Iam,polite,policy,"<span class=""vocab""><span class=""pitch-h"">ぽ</span><span class=""pitch-l"">り</span><span class=""pitch-l"">し</span><span class=""pitch-l"">ー</span></span>",
アクセスのためにロールを引き受けてください。,Assume the role for access.,ロール,アクセスのためにロールを引【ひ】き受【う】けてください。,アクセスのためにロールを引【ひ】き受【う】けてください。,Aws - Iam,polite,role,"<span class=""vocab""><span class=""pitch-h"">ろ</span><span class=""pitch-l"">ー</span><span class=""pitch-l"">る</span></span>","<details class=""conjugation-section""><summary>Conjugations for ロール (する動詞)</summary><table class=""conjugation-table""><tr><th colspan=""2"">Basic Forms</th></tr><tr><td>Dictionary 辞書形</td><td>ロールする</td></tr><tr><td>Polite ます形</td><td>ロールします</td></tr><tr><td>Polite Negative ません形</td><td>ロールしません</td></tr><tr><td>Te-form て形</td><td>ロールして</td></tr><tr><td>Polite Past ました形</td><td>ロールしました</td></tr><tr><td>Progressive ている形</td><td>ロールしています</td></tr><tr><th colspan=""2"">Advanced Forms</th></tr><tr><td>Potential 可能形</td><td>ロールできる</td></tr><tr><td>Passive 受身形</td><td>ロールされる</td></tr><tr><td>Conditional たら形</td><td>ロールしたら</td></tr><tr><td>Volitional 意向形</td><td>ロールしよう</td></tr><tr><td>Should べき形</td><td>ロールすべき</td></tr><tr><th colspan=""2"">Keigo 敬語</th></tr><tr><td>Respectful 尊敬語</td><td>ロールなさる</td></tr><tr><td>Humble 謙譲語</td><td>ロールいたす</td></tr></table></details><details class=""te-compounds""><summary>て形 compound patterns</summary><table class=""conjugation-table""><tr><td>～てください</td><td>Please do (request)</td></tr><tr><td>～ています</td><td>Ongoing / resultant state</td></tr><tr><td>～ておく</td><td>Do in advance</td></tr><tr><td>～ていただく</td><td>Receive the favor of (humble request)</td></tr><tr><td>～てしまう</td><td>Completed (sometimes regrettable)</td></tr><tr><td>～てもらう</td><td>Have someone do</td></tr></table></details>"
S3にアクセスするには権限が必要です。,You need permission to access S3.,権限,S3にアクセスするには権限【けんげん】が必要【ひつよう】です。,S3にアクセスするには権限【けんげん】が必要【ひつよう】です。,Aws - Iam,polite,permission,"<ruby class=""vocab"">権限<rt><span class=""pitch-l"">け</span><span class=""pitch-h"">ん</span><span class=""pitch-h"">げ</span><span class=""pitch-l"">ん</span></rt></ruby>",
ログはCloudWatchで確認してください。,Check CloudWatch for logs.,CloudWatch,ログはCloudWatchで確認【かくにん】してください。,ログはCloudWatchで確認【かくにん】してください。,Aws - Cloudwatch,polite,CloudWatch (monitoring),,
CloudWatchアラームを設定してください。,Set up CloudWatch alarms.,アラーム,CloudWatchアラームを設定【せってい】してください。,CloudWatchアラームを設定【せってい】してください。,Aws - Cloudwatch,polite,alarm,"<span class=""vocab""><span class=""pitch-l"">あ</span><span class=""pitch-h"">ら</span><span class=""pitch-l"">ー</span><span class=""pitch-l"">む</span></span>",
カスタムメトリクスを追跡してください。,Track custom metrics.,メトリクス,カスタムメトリクスを追跡【ついせき】してください。,カスタムメトリクスを追跡【ついせき】してください。,Aws - Cloudwatch,polite,metrics,"<span class=""vocab""><span class=""pitch-l"">め</span><span class=""pitch-h"">と</span><span class=""pitch-h"">り</span><span class=""pitch-l"">く</span><span class=""pitch-l"">す</span></span>",
CloudWatchでロググループを探してください。,Find the log group in CloudWatch.,ロググループ,CloudWatchでロググループを探【さが】してください。,CloudWatchでロググループを探【さが】してください。,Aws - Cloudwatch,polite,loop,,
トレーシングにはX-Rayを使ってください。,Use X-Ray for tracing.,X-Ray,トレーシングにはX-Rayを使【つか】ってください。,トレーシングにはX-Rayを使【つか】ってください。,Aws - X-Ray,polite,X-Ray,,
トラフィックはALBを通ります。,Traffic goes through the ALB.,ALB,トラフィックはALBを通【とお】ります。,トラフィックはALBを通【とお】ります。,Aws - Alb,polite,ALB (load balancer),,
TCPトラフィックにはNLBを使ってください。,Use NLB for TCP traffic.,NLB,TCPトラフィックにはNLBを使【つか】ってください。,TCPトラフィックにはNLBを使【つか】ってください。,Aws - Nlb,polite,NLB (network LB),,
ターゲットグループにインスタンスを登録してください。,Register instances in target group.,ターゲットグループ,ターゲットグループにインスタンスを登録【とうろく】してください。,ターゲットグループにインスタンスを登録【とうろく】してください。,Aws - Alb,polite,loop,,
ヘルスチェックエンドポイントを設定してください。,Configure the health check endpoint.,ヘルスチェック,ヘルスチェックエンドポイントを設定【せってい】してください。,ヘルスチェックエンドポイントを設定【せってい】してください。,Aws - Health Check,polite,health check,,
複数のAZにデプロイしてください。,Deploy across multiple AZs.,アベイラビリティゾーン,複数【ふくすう】のAZにデプロイしてください。,複数【ふくすう】のAZにデプロイしてください。,Aws - Availability Zone,polite,availability zone,,
これはどのリージョンにありますか？,Which region is this in?,リージョン,これはどのリージョンにありますか？,これはどのリージョンにありますか？,Aws - Region,polite,region,"<span class=""vocab""><span class=""pitch-h"">り</span><span class=""pitch-l"">ー</span><span class=""pitch-l"">じょ</span><span class=""pitch-l"">ん</span></span>",
プライベートサブネットに配置してください。,Put it in the private subnet.,サブネット,プライベートサブネットに配置【はいち】してください。,プライベートサブネットに配置【はいち】してください。,Aws - Vpc,polite,subnet,"<span class=""vocab""><span class=""pitch-l"">さ</span><span class=""pitch-h"">ぶ</span><span class=""pitch-h"">ね</span><span class=""pitch-l"">っ</span><span class=""pitch-l"">と</span></span>",
NATゲートウェイ経由でルーティングしてください。,Route through NAT gateway.,NATゲートウェイ,NATゲートウェイ経由【けいゆ】でルーティングしてください。,NATゲートウェイ経由【けいゆ】でルーティングしてください。,Aws - Nat Gateway,polite,NAT gateway,,
インターネットゲートウェイを接続してください。,Attach an internet gateway.,インターネットゲートウェイ,インターネットゲートウェイを接続【せつぞく】してください。,インターネットゲートウェイを接続【せつぞく】してください。,Aws - Internet Gateway,polite,gateway,,
EBSボリュームを接続してください。,Attach an EBS volume.,EBS,EBSボリュームを接続【せつぞく】してください。,EBSボリュームを接続【せつぞく】してください。,Aws - Storage,polite,EBS (block storage),,
