Sentence,Translation,Cloze,Pronunciation,TTSPronunciation,Note,Register,KeyMeaning,PitchAccent,Conjugations
明確にコミュニケーションしてください。,Communicate clearly.,コミュニケーション,明確【めいかく】にコミュニケーションしてください。,明確【めいかく】にコミュニケーションしてください。,Career - Communication,polite,communication,"<ruby class=""vocab"">コミュニケーション<rt><span class=""pitch-l"">こ</span><span class=""pitch-h"">みゅ</span><span class=""pitch-h"">に</span><span class=""pitch-h"">け</span><span class=""pitch-l"">ー</span><span class=""pitch-l"">しょ</span><span class=""pitch-l"">ん</span></rt></ruby>","<details class=""conjugation-section""><summary>Conjugations for コミュニケーション (する動詞)</summary><table class=""conjugation-table""><tr><th colspan=""2"">Basic Forms</th></tr><tr><td>Dictionary 辞書形</td><td>コミュニケーションする</td></tr><tr><td>Polite ます形</td><td>コミュニケーションします</td></tr><tr><td>Polite Negative ません形</td><td>コミュニケーションしません</td></tr><tr><td>Te-form て形</td><td>コミュニケーションして</td></tr><tr><td>Polite Past ました形</td><td>コミュニケーションしました</td></tr><tr><td>Progressive ている形</td><td>コミュニケーションしています</td></tr><tr><th colspan=""2"">Advanced Forms</th></tr><tr><td>Potential 可能形</td><td>コミュニケーションできる</td></tr><tr><td>Passive 受身形</td><td>コミュニケーションされる</td></tr><tr><td>Conditional たら形</td><td>コミュニケーションしたら</td></tr><tr><td>Volitional 意向形</td><td>コミュニケーションしよう</td></tr><tr><td>Should べき形</td><td>コミュニケーションすべき</td></tr><tr><th colspan=""2"">Keigo 敬語</th></tr><tr><td>Respectful 尊敬語</td><td>コミュニケーションなさる</td></tr><tr><td>Humble 謙譲語</td><td>コミュニケーションいたす</td></tr></table><table class=""conjugation-table te-table""><tr><th colspan=""2"">て形 Compounds</th></tr><tr><td>～てください</td><td>Please do (request)</td></tr><tr><td>～ています</td><td>Ongoing / resultant state</td></tr><tr><td>～ておく</td><td>Do in advance</td></tr><tr><td>～ていただく</td><td>Receive the favor of (humble request)</td></tr><tr><td>～てしまう</td><td>Completed (sometimes regrettable)</td></tr><tr><td>～てもらう</td><td>Have someone do</td></tr></table></details>"
作業を文書化してください。,Document your work.,文書化,作業【さぎょう】を文書化【ぶんしょか】してください。,作業【さぎょう】を文書化【ぶんしょか】してください。,Career - Documentation,polite,document,"<ruby class=""vocab"">文書化<rt>ぶんしょか</rt></ruby>",
チームと知識を共有してください。,Share knowledge with the team.,共有する,チームと知識【ちしき】を共有【きょうゆう】してください。,チームと知識【ちしき】を共有【きょうゆう】してください。,Career - Knowledge Sharing,polite,share,"<span class=""vocab"">共有する</span>","<details class=""conjugation-section""><summary>Conjugations for 共有する (する動詞)</summary><table class=""conjugation-table""><tr><th colspan=""2"">Basic Forms</th></tr><tr><td>Dictionary 辞書形</td><td>共有する</td></tr><tr><td>Polite ます形</td><td>共有します</td></tr><tr><td>Polite Negative ません形</td><td>共有しません</td></tr><tr><td>Te-form て形</td><td>共有して</td></tr><tr><td>Polite Past ました形</td><td>共有しました</td></tr><tr><td>Progressive ている形</td><td>共有しています</td></tr><tr><th colspan=""2"">Advanced Forms</th></tr><tr><td>Potential 可能形</td><td>共有できる</td></tr><tr><td>Passive 受身形</td><td>共有される</td></tr><tr><td>Conditional たら形</td><td>共有したら</td></tr><tr><td>Volitional 意向形</td><td>共有しよう</td></tr><tr><td>Should べき形</td><td>共有すべき</td></tr><tr><th colspan=""2"">Keigo 敬語</th></tr><tr><td>Respectful 尊敬語</td><td>共有なさる</td></tr><tr><td>Humble 謙譲語</td><td>共有いたす</td></tr></table><table class=""conjugation-table te-table""><tr><th colspan=""2"">て形 Compounds</th></tr><tr><td>～てください</td><td>Please do (request)</td></tr><tr><td>～ています</td><td>Ongoing / resultant state</td></tr><tr><td>～ておく</td><td>Do in advance</td></tr><tr><td>～ていただく</td><td>Receive the favor of (humble request)</td></tr><tr><td>～てしまう</td><td>Completed (sometimes regrettable)</td></tr><tr><td>～てもらう</td><td>Have someone do</td></tr></table></details>"
常に学び続けてください。,Always keep learning.,学ぶ,常【つね】に学【まな】び続【つづ】けてください。,常【つね】に学【まな】び続【つづ】けてください。,Career - Learning,polite,learn,"<ruby class=""vocab"">学ぶ<rt><span class=""pitch-l"">ま</span><span class=""pitch-h"">な</span><span class=""pitch-h"">ぶ</span></rt></ruby>","<details class=""conjugation-section""><summary>Conjugations for 学ぶ (五段動詞)</summary><table class=""conjugation-table""><tr><th colspan=""2"">Basic Forms</th></tr><tr><td>Dictionary 辞書形</td><td>学ぶ</td></tr><tr><td>Polite ます形</td><td>学びます</td></tr><tr><td>Polite Negative ません形</td><td>学びません</td></tr><tr><td>Te-form て形</td><td>学んで</td></tr><tr><td>Polite Past ました形</td><td>学びました</td></tr><tr><td>Progressive ている形</td><td>学んでいます</td></tr><tr><th colspan=""2"">Advanced Forms</th></tr><tr><td>Potential 可能形</td><td>学べる</td></tr><tr><td>Passive 受身形</td><td>学ばれる</td></tr><tr><td>Conditional たら形</td><td>学んだら</td></tr><tr><td>Volitional 意向形</td><td>学ぼう</td></tr><tr><td>Should べき形</td><td>学ぶべき</td></tr><tr><th colspan=""2"">Keigo 敬語</th></tr><tr><td>Respectful 尊敬語</td><td>学ばれる</td></tr><tr><td>Humble 謙譲語</td><td>お学びする</td></tr></table><table class=""conjugation-table te-table""><tr><th colspan=""2"">て形 Compounds</th></tr><tr><td>～てください</td><td>Please do (request)</td></tr><tr><td>～ています</td><td>Ongoing / resultant state</td></tr><tr><td>～ておく</td><td>Do in advance</td></tr><tr><td>～ていただく</td><td>Receive the favor of (humble request)</td></tr><tr><td>～てしまう</td><td>Completed (sometimes regrettable)</td></tr><tr><td>～てもらう</td><td>Have someone do</td></tr></table></details>"
継続的に改善してください。,Continuously improve.,改善する,継続的【けいぞくてき】に改善【かいぜん】してください。,継続的【けいぞくてき】に改善【かいぜん】してください。,Career - Improvement,polite,improve,"<span class=""vocab"">改善する</span>","<details class=""conjugation-section""><summary>Conjugations for 改善する (する動詞)</summary><table class=""conjugation-table""><tr><th colspan=""2"">Basic Forms</th></tr><tr><td>Dictionary 辞書形</td><td>改善する</td></tr><tr><td>Polite ます形</td><td>改善します</td></tr><tr><td>Polite Negative ません形</td><td>改善しません</td></tr><tr><td>Te-form て形</td><td>改善して</td></tr><tr><td>Polite Past ました形</td><td>改善しました</td></tr><tr><td>Progressive ている形</td><td>改善しています</td></tr><tr><th colspan=""2"">Advanced Forms</th></tr><tr><td>Potential 可能形</td><td>改善できる</td></tr><tr><td>Passive 受身形</td><td>改善される</td></tr><tr><td>Conditional たら形</td><td>改善したら</td></tr><tr><td>Volitional 意向形</td><td>改善しよう</td></tr><tr><td>Should べき形</td><td>改善すべき</td></tr><tr><th colspan=""2"">Keigo 敬語</th></tr><tr><td>Respectful 尊敬語</td><td>改善なさる</td></tr><tr><td>Humble 謙譲語</td><td>改善いたす</td></tr></table><table class=""conjugation-table te-table""><tr><th colspan=""2"">て形 Compounds</th></tr><tr><td>～てください</td><td>Please do (request)</td></tr><tr><td>～ています</td><td>Ongoing / resultant state</td></tr><tr><td>～ておく</td><td>Do in advance</td></tr><tr><td>～ていただく</td><td>Receive the favor of (humble request)</td></tr><tr><td>～てしまう</td><td>Completed (sometimes regrettable)</td></tr><tr><td>～てもらう</td><td>Have someone do</td></tr></table></details>"
変化に素早く適応してください。,Adapt to change quickly.,適応する,変化【へんか】に素早【すばや】く適応【てきおう】してください。,変化【へんか】に素早【すばや】く適応【てきおう】してください。,Career - Adaptability,polite,adapt,"<span class=""vocab"">適応する</span>","<details class=""conjugation-section""><summary>Conjugations for 適応する (する動詞)</summary><table class=""conjugation-table""><tr><th colspan=""2"">Basic Forms</th></tr><tr><td>Dictionary 辞書形</td><td>適応する</td></tr><tr><td>Polite ます形</td><td>適応します</td></tr><tr><td>Polite Negative ません形</td><td>適応しません</td></tr><tr><td>Te-form て形</td><td>適応して</td></tr><tr><td>Polite Past ました形</td><td>適応しました</td></tr><tr><td>Progressive ている形</td><td>適応しています</td></tr><tr><th colspan=""2"">Advanced Forms</th></tr><tr><td>Potential 可能形</td><td>適応できる</td></tr><tr><td>Passive 受身形</td><td>適応される</td></tr><tr><td>Conditional たら形</td><td>適応したら</td></tr><tr><td>Volitional 意向形</td><td>適応しよう</td></tr><tr><td>Should べき形</td><td>適応すべき</td></tr><tr><th colspan=""2"">Keigo 敬語</th></tr><tr><td>Respectful 尊敬語</td><td>適応なさる</td></tr><tr><td>Humble 謙譲語</td><td>適応いたす</td></tr></table><table class=""conjugation-table te-table""><tr><th colspan=""2"">て形 Compounds</th></tr><tr><td>～てください</td><td>Please do (request)</td></tr><tr><td>～ています</td><td>Ongoing / resultant state</td></tr><tr><td>～ておく</td><td>Do in advance</td></tr><tr><td>～ていただく</td><td>Receive the favor of (humble request)</td></tr><tr><td>～てしまう</td><td>Completed (sometimes regrettable)</td></tr><tr><td>～てもらう</td><td>Have someone do</td></tr></table></details>"
優先順位に柔軟に対応してください。,Be flexible with priorities.,柔軟,優先順位【ゆうせんじゅんい】に柔軟【じゅうなん】に対応【たいおう】してください。,優先順位【ゆうせんじゅんい】に柔軟【じゅうなん】に対応【たいおう】してください。,Career - Flexibility,polite,flexible,"<ruby class=""vocab"">柔軟<rt><span class=""pitch-l"">じゅ</span><span class=""pitch-h"">う</span><span class=""pitch-h"">な</span><span class=""pitch-h"">ん</span></rt></ruby>",
信頼できて一貫性を持ってください。,Be reliable and consistent.,信頼できる,信頼【しんらい】できて一貫性【いっかんせい】を持【も】ってください。,信頼【しんらい】できて一貫性【いっかんせい】を持【も】ってください。,Career - Reliability,polite,reliable,"<span class=""vocab"">信頼できる</span>","<details class=""conjugation-section""><summary>Conjugations for 信頼できる (する動詞)</summary><table class=""conjugation-table""><tr><th colspan=""2"">Basic Forms</th></tr><tr><td>Dictionary 辞書形</td><td>信頼する</td></tr><tr><td>Polite ます形</td><td>信頼します</td></tr><tr><td>Polite Negative ません形</td><td>信頼しません</td></tr><tr><td>Te-form て形</td><td>信頼して</td></tr><tr><td>Polite Past ました形</td><td>信頼しました</td></tr><tr><td>Progressive ている形</td><td>信頼しています</td></tr><tr><th colspan=""2"">Advanced Forms</th></tr><tr><td>Potential 可能形</td><td>信頼できる</td></tr><tr><td>Passive 受身形</td><td>信頼される</td></tr><tr><td>Conditional たら形</td><td>信頼したら</td></tr><tr><td>Volitional 意向形</td><td>信頼しよう</td></tr><tr><td>Should べき形</td><td>信頼すべき</td></tr><tr><th colspan=""2"">Keigo 敬語</th></tr><tr><td>Respectful 尊敬語</td><td>信頼なさる</td></tr><tr><td>Humble 謙譲語</td><td>信頼いたす</td></tr></table><table class=""conjugation-table te-table""><tr><th colspan=""2"">て形 Compounds</th></tr><tr><td>～てください</td><td>Please do (request)</td></tr><tr><td>～ています</td><td>Ongoing / resultant state</td></tr><tr><td>～ておく</td><td>Do in advance</td></tr><tr><td>～ていただく</td><td>Receive the favor of (humble request)</td></tr><tr><td>～てしまう</td><td>Completed (sometimes regrettable)</td></tr><tr><td>～てもらう</td><td>Have someone do</td></tr></table></details>"
自分の仕事に責任を持ってください。,Be accountable for your work.,責任がある,自分【じぶん】の仕事【しごと】に責任【せきにん】を持【も】ってください。,自分【じぶん】の仕事【しごと】に責任【せきにん】を持【も】ってください。,Career - Accountability,polite,responsible,"<span class=""vocab"">責任がある</span>",
ブロッカーについて透明性を持ってください。,Be transparent about blockers.,透明,ブロッカーについて透明【とうめい】性【せい】を持【も】ってください。,ブロッカーについて透明【とうめい】性【せい】を持【も】ってください。,Career - Transparency,polite,transparent,"<ruby class=""vocab"">透明<rt><span class=""pitch-l"">と</span><span class=""pitch-h"">う</span><span class=""pitch-h"">め</span><span class=""pitch-h"">い</span></rt></ruby>",
タイムラインについて正直になってください。,Be honest about timelines.,正直,タイムラインについて正直【しょうじき】になってください。,タイムラインについて正直【しょうじき】になってください。,Career - Honesty,polite,honestly,"<ruby class=""vocab"">正直<rt><span class=""pitch-l"">しょ</span><span class=""pitch-h"">う</span><span class=""pitch-h"">じ</span><span class=""pitch-l"">き</span></rt></ruby>",
異なる意見を尊重してください。,Respect different opinions.,尊重,異【こと】なる意見【いけん】を尊重【そんちょう】してください。,異【こと】なる意見【いけん】を尊重【そんちょう】してください。,Career - Respect,polite,respect,"<ruby class=""vocab"">尊重<rt><span class=""pitch-l"">そ</span><span class=""pitch-h"">ん</span><span class=""pitch-h"">ちょ</span><span class=""pitch-h"">う</span></rt></ruby>","<details class=""conjugation-section""><summary>Conjugations for 尊重 (する動詞)</summary><table class=""conjugation-table""><tr><th colspan=""2"">Basic Forms</th></tr><tr><td>Dictionary 辞書形</td><td>尊重する</td></tr><tr><td>Polite ます形</td><td>尊重します</td></tr><tr><td>Polite Negative ません形</td><td>尊重しません</td></tr><tr><td>Te-form て形</td><td>尊重して</td></tr><tr><td>Polite Past ました形</td><td>尊重しました</td></tr><tr><td>Progressive ている形</td><td>尊重しています</td></tr><tr><th colspan=""2"">Advanced Forms</th></tr><tr><td>Potential 可能形</td><td>尊重できる</td></tr><tr><td>Passive 受身形</td><td>尊重される</td></tr><tr><td>Conditional たら形</td><td>尊重したら</td></tr><tr><td>Volitional 意向形</td><td>尊重しよう</td></tr><tr><td>Should べき形</td><td>尊重すべき</td></tr><tr><th colspan=""2"">Keigo 敬語</th></tr><tr><td>Respectful 尊敬語</td><td>尊重なさる</td></tr><tr><td>Humble 謙譲語</td><td>尊重いたす</td></tr></table><table class=""conjugation-table te-table""><tr><th colspan=""2"">て形 Compounds</th></tr><tr><td>～てください</td><td>Please do (request)</td></tr><tr><td>～ています</td><td>Ongoing / resultant state</td></tr><tr><td>～ておく</td><td>Do in advance</td></tr><tr><td>～ていただく</td><td>Receive the favor of (humble request)</td></tr><tr><td>～てしまう</td><td>Completed (sometimes regrettable)</td></tr><tr><td>～てもらう</td><td>Have someone do</td></tr></table></details>"
議論で包括的になってください。,Be inclusive in discussions.,包括的,議論【ぎろん】で包括的【ほうかつてき】になってください。,議論【ぎろん】で包括的【ほうかつてき】になってください。,Career - Inclusion,polite,comprehensive,"<ruby class=""vocab"">包括的<rt>ほうかつてき</rt></ruby>",
チームメイトをサポートしてください。,Support your teammates.,サポート,チームメイトをサポートしてください。,チームメイトをサポートしてください。,Career - Support,polite,support,"<ruby class=""vocab"">サポート<rt><span class=""pitch-l"">さ</span><span class=""pitch-h"">ぽ</span><span class=""pitch-l"">ー</span><span class=""pitch-l"">と</span></rt></ruby>","<details class=""conjugation-section""><summary>Conjugations for サポート (する動詞)</summary><table class=""conjugation-table""><tr><th colspan=""2"">Basic Forms</th></tr><tr><td>Dictionary 辞書形</td><td>サポートする</td></tr><tr><td>Polite ます形</td><td>サポートします</td></tr><tr><td>Polite Negative ません形</td><td>サポートしません</td></tr><tr><td>Te-form て形</td><td>サポートして</td></tr><tr><td>Polite Past ました形</td><td>サポートしました</td></tr><tr><td>Progressive ている形</td><td>サポートしています</td></tr><tr><th colspan=""2"">Advanced Forms</th></tr><tr><td>Potential 可能形</td><td>サポートできる</td></tr><tr><td>Passive 受身形</td><td>サポートされる</td></tr><tr><td>Conditional たら形</td><td>サポートしたら</td></tr><tr><td>Volitional 意向形</td><td>サポートしよう</td></tr><tr><td>Should べき形</td><td>サポートすべき</td></tr><tr><th colspan=""2"">Keigo 敬語</th></tr><tr><td>Respectful 尊敬語</td><td>サポートなさる</td></tr><tr><td>Humble 謙譲語</td><td>サポートいたす</td></tr></table><table class=""conjugation-table te-table""><tr><th colspan=""2"">て形 Compounds</th></tr><tr><td>～てください</td><td>Please do (request)</td></tr><tr><td>～ています</td><td>Ongoing / resultant state</td></tr><tr><td>～ておく</td><td>Do in advance</td></tr><tr><td>～ていただく</td><td>Receive the favor of (humble request)</td></tr><tr><td>～てしまう</td><td>Completed (sometimes regrettable)</td></tr><tr><td>～てもらう</td><td>Have someone do</td></tr></table></details>"
いつでも助ける準備ができています。,Always willing to help.,助ける,いつでも助【たす】ける準備【じゅんび】ができています。,いつでも助【たす】ける準備【じゅんび】が、できています。,Career - Help,polite,help,"<ruby class=""vocab"">助ける<rt><span class=""pitch-l"">た</span><span class=""pitch-h"">す</span><span class=""pitch-h"">け</span><span class=""pitch-l"">る</span></rt></ruby>","<details class=""conjugation-section""><summary>Conjugations for 助ける (一段動詞)</summary><table class=""conjugation-table""><tr><th colspan=""2"">Basic Forms</th></tr><tr><td>Dictionary 辞書形</td><td>助ける</td></tr><tr><td>Polite ます形</td><td>助けます</td></tr><tr><td>Polite Negative ません形</td><td>助けません</td></tr><tr><td>Te-form て形</td><td>助けて</td></tr><tr><td>Polite Past ました形</td><td>助けました</td></tr><tr><td>Progressive ている形</td><td>助けています</td></tr><tr><th colspan=""2"">Advanced Forms</th></tr><tr><td>Potential 可能形</td><td>助けられる</td></tr><tr><td>Passive 受身形</td><td>助けられる</td></tr><tr><td>Conditional たら形</td><td>助けたら</td></tr><tr><td>Volitional 意向形</td><td>助けよう</td></tr><tr><td>Should べき形</td><td>助けるべき</td></tr><tr><th colspan=""2"">Keigo 敬語</th></tr><tr><td>Respectful 尊敬語</td><td>助けられる</td></tr><tr><td>Humble 謙譲語</td><td>お助けする</td></tr></table><table class=""conjugation-table te-table""><tr><th colspan=""2"">て形 Compounds</th></tr><tr><td>～てください</td><td>Please do (request)</td></tr><tr><td>～ています</td><td>Ongoing / resultant state</td></tr><tr><td>～ておく</td><td>Do in advance</td></tr><tr><td>～ていただく</td><td>Receive the favor of (humble request)</td></tr><tr><td>～てしまう</td><td>Completed (sometimes regrettable)</td></tr><tr><td>～てもらう</td><td>Have someone do</td></tr></table></details>"
聞くことを恐れないでください。,Don't be afraid to ask.,聞く,聞【き】くことを恐【おそ】れないでください。,聞【き】くことを恐【おそ】れないでください。,Career - Communication,polite,listen,"<ruby class=""vocab"">聞く<rt><span class=""pitch-l"">き</span><span class=""pitch-h"">く</span></rt></ruby>","<details class=""conjugation-section""><summary>Conjugations for 聞く (五段動詞)</summary><table class=""conjugation-table""><tr><th colspan=""2"">Basic Forms</th></tr><tr><td>Dictionary 辞書形</td><td>聞く</td></tr><tr><td>Polite ます形</td><td>聞きます</td></tr><tr><td>Polite Negative ません形</td><td>聞きません</td></tr><tr><td>Te-form て形</td><td>聞いて</td></tr><tr><td>Polite Past ました形</td><td>聞きました</td></tr><tr><td>Progressive ている形</td><td>聞いています</td></tr><tr><th colspan=""2"">Advanced Forms</th></tr><tr><td>Potential 可能形</td><td>聞ける</td></tr><tr><td>Passive 受身形</td><td>聞かれる</td></tr><tr><td>Conditional たら形</td><td>聞いたら</td></tr><tr><td>Volitional 意向形</td><td>聞こう</td></tr><tr><td>Should べき形</td><td>聞くべき</td></tr><tr><th colspan=""2"">Keigo 敬語</th></tr><tr><td>Respectful 尊敬語</td><td>聞かれる</td></tr><tr><td>Humble 謙譲語</td><td>お聞きする</td></tr></table><table class=""conjugation-table te-table""><tr><th colspan=""2"">て形 Compounds</th></tr><tr><td>～てください</td><td>Please do (request)</td></tr><tr><td>～ています</td><td>Ongoing / resultant state</td></tr><tr><td>～ておく</td><td>Do in advance</td></tr><tr><td>～ていただく</td><td>Receive the favor of (humble request)</td></tr><tr><td>～てしまう</td><td>Completed (sometimes regrettable)</td></tr><tr><td>～てもらう</td><td>Have someone do</td></tr></table></details>"
理解するために聞いてください。,Listen to understand.,聞く,理解【りかい】するために聞【き】いてください。,理解【りかい】するために聞【き】いてください。,Career - Listening,polite,listen,"<ruby class=""vocab"">聞く<rt><span class=""pitch-l"">き</span><span class=""pitch-h"">く</span></rt></ruby>","<details class=""conjugation-section""><summary>Conjugations for 聞く (五段動詞)</summary><table class=""conjugation-table""><tr><th colspan=""2"">Basic Forms</th></tr><tr><td>Dictionary 辞書形</td><td>聞く</td></tr><tr><td>Polite ます形</td><td>聞きます</td></tr><tr><td>Polite Negative ません形</td><td>聞きません</td></tr><tr><td>Te-form て形</td><td>聞いて</td></tr><tr><td>Polite Past ました形</td><td>聞きました</td></tr><tr><td>Progressive ている形</td><td>聞いています</td></tr><tr><th colspan=""2"">Advanced Forms</th></tr><tr><td>Potential 可能形</td><td>聞ける</td></tr><tr><td>Passive 受身形</td><td>聞かれる</td></tr><tr><td>Conditional たら形</td><td>聞いたら</td></tr><tr><td>Volitional 意向形</td><td>聞こう</td></tr><tr><td>Should べき形</td><td>聞くべき</td></tr><tr><th colspan=""2"">Keigo 敬語</th></tr><tr><td>Respectful 尊敬語</td><td>聞かれる</td></tr><tr><td>Humble 謙譲語</td><td>お聞きする</td></tr></table><table class=""conjugation-table te-table""><tr><th colspan=""2"">て形 Compounds</th></tr><tr><td>～てください</td><td>Please do (request)</td></tr><tr><td>～ています</td><td>Ongoing / resultant state</td></tr><tr><td>～ておく</td><td>Do in advance</td></tr><tr><td>～ていただく</td><td>Receive the favor of (humble request)</td></tr><tr><td>～てしまう</td><td>Completed (sometimes regrettable)</td></tr><tr><td>～てもらう</td><td>Have someone do</td></tr></table></details>"
ユーザーに共感を示してください。,Show empathy to users.,共感,ユーザーに共感【きょうかん】を示【しめ】してください。,ユーザーに共感【きょうかん】を示【しめ】してください。,Career - Empathy,polite,empathy,"<ruby class=""vocab"">共感<rt><span class=""pitch-l"">きょ</span><span class=""pitch-h"">う</span><span class=""pitch-h"">か</span><span class=""pitch-h"">ん</span></rt></ruby>","<details class=""conjugation-section""><summary>Conjugations for 共感 (する動詞)</summary><table class=""conjugation-table""><tr><th colspan=""2"">Basic Forms</th></tr><tr><td>Dictionary 辞書形</td><td>共感する</td></tr><tr><td>Polite ます形</td><td>共感します</td></tr><tr><td>Polite Negative ません形</td><td>共感しません</td></tr><tr><td>Te-form て形</td><td>共感して</td></tr><tr><td>Polite Past ました形</td><td>共感しました</td></tr><tr><td>Progressive ている形</td><td>共感しています</td></tr><tr><th colspan=""2"">Advanced Forms</th></tr><tr><td>Potential 可能形</td><td>共感できる</td></tr><tr><td>Passive 受身形</td><td>共感される</td></tr><tr><td>Conditional たら形</td><td>共感したら</td></tr><tr><td>Volitional 意向形</td><td>共感しよう</td></tr><tr><td>Should べき形</td><td>共感すべき</td></tr><tr><th colspan=""2"">Keigo 敬語</th></tr><tr><td>Respectful 尊敬語</td><td>共感なさる</td></tr><tr><td>Humble 謙譲語</td><td>共感いたす</td></tr></table><table class=""conjugation-table te-table""><tr><th colspan=""2"">て形 Compounds</th></tr><tr><td>～てください</td><td>Please do (request)</td></tr><tr><td>～ています</td><td>Ongoing / resultant state</td></tr><tr><td>～ておく</td><td>Do in advance</td></tr><tr><td>～ていただく</td><td>Receive the favor of (humble request)</td></tr><tr><td>～てしまう</td><td>Completed (sometimes regrettable)</td></tr><tr><td>～てもらう</td><td>Have someone do</td></tr></table></details>"
バグに忍耐を持ってください。,Have patience with bugs.,忍耐,バグに忍耐【にんたい】を持【も】ってください。,バグに忍耐【にんたい】を持【も】ってください。,Career - Patience,polite,patience,"<ruby class=""vocab"">忍耐<rt><span class=""pitch-h"">に</span><span class=""pitch-l"">ん</span><span class=""pitch-l"">た</span><span class=""pitch-l"">い</span></rt></ruby>","<details class=""conjugation-section""><summary>Conjugations for 忍耐 (する動詞)</summary><table class=""conjugation-table""><tr><th colspan=""2"">Basic Forms</th></tr><tr><td>Dictionary 辞書形</td><td>忍耐する</td></tr><tr><td>Polite ます形</td><td>忍耐します</td></tr><tr><td>Polite Negative ません形</td><td>忍耐しません</td></tr><tr><td>Te-form て形</td><td>忍耐して</td></tr><tr><td>Polite Past ました形</td><td>忍耐しました</td></tr><tr><td>Progressive ている形</td><td>忍耐しています</td></tr><tr><th colspan=""2"">Advanced Forms</th></tr><tr><td>Potential 可能形</td><td>忍耐できる</td></tr><tr><td>Passive 受身形</td><td>忍耐される</td></tr><tr><td>Conditional たら形</td><td>忍耐したら</td></tr><tr><td>Volitional 意向形</td><td>忍耐しよう</td></tr><tr><td>Should べき形</td><td>忍耐すべき</td></tr><tr><th colspan=""2"">Keigo 敬語</th></tr><tr><td>Respectful 尊敬語</td><td>忍耐なさる</td></tr><tr><td>Humble 謙譲語</td><td>忍耐いたす</td></tr></table><table class=""conjugation-table te-table""><tr><th colspan=""2"">て形 Compounds</th></tr><tr><td>～てください</td><td>Please do (request)</td></tr><tr><td>～ています</td><td>Ongoing / resultant state</td></tr><tr><td>～ておく</td><td>Do in advance</td></tr><tr><td>～ていただく</td><td>Receive the favor of (humble request)</td></tr><tr><td>～てしまう</td><td>Completed (sometimes regrettable)</td></tr><tr><td>～てもらう</td><td>Have someone do</td></tr></table></details>"
優先事項に集中してください。,Stay focused on priorities.,集中,優先事項【ゆうせんじこう】に集中【しゅうちゅう】してください。,優先事項【ゆうせんじこう】に集中【しゅうちゅう】してください。,Career - Focus,polite,concentrate,"<ruby class=""vocab"">集中<rt><span class=""pitch-l"">しゅ</span><span class=""pitch-h"">う</span><span class=""pitch-h"">ちゅ</span><span class=""pitch-h"">う</span></rt></ruby>","<details class=""conjugation-section""><summary>Conjugations for 集中 (する動詞)</summary><table class=""conjugation-table""><tr><th colspan=""2"">Basic Forms</th></tr><tr><td>Dictionary 辞書形</td><td>集中する</td></tr><tr><td>Polite ます形</td><td>集中します</td></tr><tr><td>Polite Negative ません形</td><td>集中しません</td></tr><tr><td>Te-form て形</td><td>集中して</td></tr><tr><td>Polite Past ました形</td><td>集中しました</td></tr><tr><td>Progressive ている形</td><td>集中しています</td></tr><tr><th colspan=""2"">Advanced Forms</th></tr><tr><td>Potential 可能形</td><td>集中できる</td></tr><tr><td>Passive 受身形</td><td>集中される</td></tr><tr><td>Conditional たら形</td><td>集中したら</td></tr><tr><td>Volitional 意向形</td><td>集中しよう</td></tr><tr><td>Should べき形</td><td>集中すべき</td></tr><tr><th colspan=""2"">Keigo 敬語</th></tr><tr><td>Respectful 尊敬語</td><td>集中なさる</td></tr><tr><td>Humble 謙譲語</td><td>集中いたす</td></tr></table><table class=""conjugation-table te-table""><tr><th colspan=""2"">て形 Compounds</th></tr><tr><td>～てください</td><td>Please do (request)</td></tr><tr><td>～ています</td><td>Ongoing / resultant state</td></tr><tr><td>～ておく</td><td>Do in advance</td></tr><tr><td>～ていただく</td><td>Receive the favor of (humble request)</td></tr><tr><td>～てしまう</td><td>Completed (sometimes regrettable)</td></tr><tr><td>～てもらう</td><td>Have someone do</td></tr></table></details>"
